G,DATE,AGE,TEAM,WHERE,OP,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
34, 2020-01-02, 22-212,DAL,, BRK, W (+12), 0, 1:26,0,1, .000, 0,0,,0,0,, 0,0,0,0, 0, 0,0,0, 0
35, 2020-01-04, 22-214,DAL,, CHO, L (-3), 0, 0:03,0,0, , 0,0,,0,0,, 0,0,0,0, 0, 0,0,0, 0
