G,DATE,AGE,TEAM,WHERE,OP,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1, 2019-10-23, 24-039,PHO,, SAC, W (+29), 0, 18:19,4,7, .571, 3,5,.600,0,0,, 0,1,1,3, 0, 1,1,5, 11
2, 2019-10-25, 24-041,PHO,@, DEN, L (-1), 0, 17:30,2,4, .500, 2,3,.667,0,0,, 1,1,2,1, 0, 0,1,3, 6
3, 2019-10-26, 24-042,PHO,, LAC, W (+8), 1, 32:46,3,7, .429, 2,5,.400,0,0,, 0,3,3,6, 3, 0,4,3, 8
4, 2019-10-28, 24-044,PHO,, UTA, L (-1), 0, 26:32,4,11, .364, 3,7,.429,4,4,1.000, 0,4,4,3, 2, 0,3,1, 15
5, 2019-10-30, 24-046,PHO,@, GSW, W (+11), 0, 14:58,0,3, .000, 0,1,.000,0,0,, 0,2,2,3, 1, 0,1,4, 0
6, 2019-11-02, 24-049,PHO,@, MEM, W (+9), 0, 12:45,0,1, .000, 0,1,.000,0,0,, 0,1,1,1, 0, 0,3,0, 0
7, 2019-11-04, 24-051,PHO,, PHI, W (+5), 0, 10:13,0,2, .000, 0,2,.000,0,0,, 1,1,2,0, 2, 0,0,0, 0
8, 2019-11-07, 24-054,PHO,, MIA, L (-16), 0, 14:45,1,3, .333, 0,2,.000,0,0,, 0,2,2,2, 1, 1,0,2, 2
9, 2019-11-10, 24-057,PHO,, BRK, W (+26), 0, 5:22,1,1, 1.000, 0,0,,0,0,, 0,1,1,0, 0, 1,0,0, 2
11, 2019-11-14, 24-061,PHO,, ATL, W (+16), 0, 2:49,0,1, .000, 0,0,,0,0,, 0,0,0,0, 1, 0,0,0, 0
12, 2019-11-18, 24-065,PHO,, BOS, L (-14), 1, 24:27,1,2, .500, 1,1,1.000,0,0,, 0,2,2,2, 1, 2,1,2, 3
14, 2019-11-21, 24-068,PHO,, NOP, L (-3), 0, 9:04,3,5, .600, 1,3,.333,0,0,, 0,3,3,0, 1, 0,0,0, 7
16, 2019-11-24, 24-071,PHO,@, DEN, L (-12), 0, 6:37,1,2, .500, 0,0,,0,0,, 1,1,2,3, 0, 0,1,1, 2
19, 2019-12-02, 24-079,PHO,@, CHO, W (+5), 0, 9:37,2,3, .667, 2,3,.667,0,0,, 0,0,0,0, 0, 0,0,1, 6
20, 2019-12-04, 24-081,PHO,@, ORL, L (-14), 0, 18:01,0,3, .000, 0,1,.000,0,0,, 0,2,2,4, 1, 0,0,2, 0
23, 2019-12-09, 24-086,PHO,, MIN, W (+16), 0, 1:09,0,0, , 0,0,,0,0,, 0,0,0,0, 0, 0,0,0, 0
26, 2019-12-16, 24-093,PHO,, POR, L (-1), 0, 15:17,1,5, .200, 0,2,.000,0,0,, 2,2,4,0, 0, 0,0,1, 2
27, 2019-12-17, 24-094,PHO,@, LAC, L (-21), 0, 23:48,4,10, .400, 1,5,.200,0,0,, 3,1,4,2, 1, 0,0,3, 9
28, 2019-12-20, 24-097,PHO,@, OKC, L (-18), 0, 11:58,0,5, .000, 0,2,.000,2,2,1.000, 2,2,4,1, 1, 1,0,2, 2
30, 2019-12-23, 24-100,PHO,, DEN, L (-2), 0, 14:10,2,2, 1.000, 1,1,1.000,0,0,, 1,1,2,3, 3, 0,0,2, 5
31, 2019-12-27, 24-104,PHO,@, GSW, L (-9), 0, 19:22,0,3, .000, 0,2,.000,0,2,.000, 0,3,3,3, 2, 0,2,2, 0
32, 2019-12-28, 24-105,PHO,@, SAC, W (+2), 0, 4:45,1,1, 1.000, 0,0,,0,0,, 0,1,1,0, 0, 0,0,0, 2
33, 2019-12-30, 24-107,PHO,@, POR, W (+6), 0, 9:07,0,1, .000, 0,0,,0,0,, 0,1,1,0, 0, 1,0,1, 0
34, 2020-01-01, 24-109,PHO,@, LAL, L (-10), 0, 3:34,0,0, , 0,0,,0,0,, 0,0,0,0, 0, 0,2,0, 0
40, 2020-01-14, 24-122,PHO,@, ATL, L (-13), 0, 6:22,2,3, .667, 0,0,,0,0,, 0,1,1,1, 0, 0,1,0, 4
41, 2020-01-16, 24-124,PHO,@, NYK, W (+23), 0, 7:02,1,3, .333, 1,1,1.000,0,0,, 0,1,1,1, 0, 0,1,0, 3
42, 2020-01-18, 24-126,PHO,@, BOS, W (+4), 0, 17:10,2,4, .500, 2,4,.500,0,0,, 0,1,1,0, 1, 1,1,4, 6
43, 2020-01-20, 24-128,PHO,, SAS, L (-2), 0, 15:36,1,4, .250, 1,3,.333,0,0,, 0,1,1,1, 0, 0,0,0, 3
44, 2020-01-22, 24-130,PHO,, IND, L (-25), 0, 19:25,2,5, .400, 1,1,1.000,1,1,1.000, 1,1,2,0, 0, 0,0,2, 6
45, 2020-01-24, 24-132,PHO,@, SAS, W (+4), 0, 1:54,0,0, , 0,0,,0,0,, 0,0,0,2, 0, 0,0,0, 0
46, 2020-01-26, 24-134,PHO,@, MEM, L (-5), 0, 18:45,3,6, .500, 2,4,.500,0,0,, 0,0,0,2, 3, 1,1,4, 8
47, 2020-01-28, 24-136,PHO,@, DAL, W (+29), 0, 16:47,1,4, .250, 1,2,.500,0,0,, 0,2,2,2, 0, 0,1,2, 3
48, 2020-01-31, 24-139,PHO,, OKC, L (-4), 0, 12:26,1,2, .500, 1,1,1.000,2,2,1.000, 1,2,3,1, 0, 1,0,1, 5
49, 2020-02-02, 24-141,PHO,@, MIL, L (-21), 0, 27:22,6,10, .600, 3,5,.600,0,0,, 0,4,4,2, 3, 0,0,2, 15
50, 2020-02-03, 24-142,PHO,@, BRK, L (-22), 0, 23:46,1,4, .250, 1,4,.250,0,0,, 2,0,2,1, 0, 0,0,1, 3
51, 2020-02-05, 24-144,PHO,@, DET, L (-8), 0, 11:27,1,3, .333, 1,3,.333,0,0,, 0,0,0,0, 0, 0,0,1, 3
52, 2020-02-07, 24-146,PHO,, HOU, W (+36), 0, 24:14,2,8, .250, 0,2,.000,4,5,.800, 3,4,7,2, 1, 0,3,2, 8
53, 2020-02-08, 24-147,PHO,, DEN, L (-9), 0, 10:32,1,3, .333, 0,0,,0,0,, 1,1,2,0, 0, 1,0,0, 2
54, 2020-02-10, 24-149,PHO,@, LAL, L (-25), 0, 19:33,5,7, .714, 3,5,.600,0,0,, 0,2,2,1, 1, 0,1,2, 13
55, 2020-02-12, 24-151,PHO,, GSW, W (+6), 0, 19:04,3,4, .750, 2,2,1.000,0,0,, 2,0,2,2, 1, 0,0,0, 8
56, 2020-02-21, 24-160,PHO,@, TOR, L (-17), 0, 12:16,2,4, .500, 1,3,.333,2,2,1.000, 1,1,2,0, 1, 0,0,1, 7
57, 2020-02-22, 24-161,PHO,@, CHI, W (+8), 0, 9:33,0,0, , 0,0,,0,0,, 0,2,2,0, 0, 0,0,1, 0
58, 2020-02-24, 24-163,PHO,@, UTA, W (+20), 0, 15:08,3,8, .375, 2,4,.500,0,0,, 0,1,1,4, 1, 0,0,3, 8
59, 2020-02-26, 24-165,PHO,, LAC, L (-10), 0, 13:47,1,4, .250, 1,4,.250,0,0,, 0,2,2,0, 1, 0,0,2, 3
60, 2020-02-28, 24-167,PHO,, DET, L (-2), 0, 21:01,1,4, .250, 1,3,.333,0,0,, 0,1,1,2, 3, 0,0,0, 3
61, 2020-02-29, 24-168,PHO,, GSW, L (-16), 0, 12:20,0,3, .000, 0,1,.000,0,0,, 0,0,0,1, 0, 0,0,4, 0
62, 2020-03-03, 24-171,PHO,, TOR, L (-9), 0, 21:47,5,9, .556, 1,3,.333,0,1,.000, 1,0,1,1, 0, 0,0,2, 11
63, 2020-03-06, 24-174,PHO,, POR, W (+10), 0, 13:54,2,5, .400, 1,4,.250,2,2,1.000, 1,1,2,0, 0, 0,1,2, 7
64, 2020-03-08, 24-176,PHO,, MIL, W (+9), 0, 32:25,4,8, .500, 2,6,.333,2,2,1.000, 0,4,4,1, 1, 0,1,2, 12
65, 2020-03-10, 24-178,PHO,@, POR, L (-16), 0, 23:15,2,8, .250, 2,6,.333,2,2,1.000, 1,6,7,1, 1, 2,1,3, 8
