G,DATE,AGE,TEAM,WHERE,OP,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2, 2019-10-25, 21-207,NYK,@, BRK, L (-4), 1, 16:35,3,4, .750, 0,0,,0,0,, 2,5,7,1, 4, 1,3,5, 6
3, 2019-10-26, 21-208,NYK,, BOS, L (-23), 1, 19:51,7,7, 1.000, 0,0,,3,3,1.000, 4,2,6,0, 0, 3,1,4, 17
4, 2019-10-28, 21-210,NYK,, CHI, W (+7), 1, 18:20,4,9, .444, 0,0,,2,4,.500, 6,3,9,0, 0, 2,0,4, 10
5, 2019-10-30, 21-212,NYK,@, ORL, L (-12), 1, 19:28,4,6, .667, 0,0,,4,4,1.000, 2,3,5,2, 0, 3,0,1, 12
6, 2019-11-01, 21-214,NYK,@, BOS, L (-2), 1, 16:16,3,5, .600, 0,0,,0,1,.000, 2,4,6,0, 0, 2,1,3, 6
7, 2019-11-03, 21-216,NYK,, SAC, L (-21), 0, 24:34,4,4, 1.000, 0,0,,2,3,.667, 3,2,5,0, 1, 2,0,4, 10
8, 2019-11-06, 21-219,NYK,@, DET, L (-20), 1, 7:55,3,4, .750, 0,0,,0,0,, 2,2,4,1, 0, 0,0,1, 6
12, 2019-11-14, 21-227,NYK,, DAL, W (+3), 0, 22:21,7,8, .875, 0,0,,2,2,1.000, 3,5,8,0, 0, 1,1,6, 16
13, 2019-11-16, 21-229,NYK,, CHO, L (-1), 0, 26:42,6,8, .750, 0,0,,5,7,.714, 6,6,12,1, 1, 1,1,0, 17
14, 2019-11-18, 21-231,NYK,, CLE, W (+18), 0, 16:42,3,7, .429, 0,0,,1,2,.500, 4,4,8,0, 0, 4,1,5, 7
15, 2019-11-20, 21-233,NYK,@, PHI, L (-5), 0, 13:14,2,2, 1.000, 0,0,,0,0,, 0,2,2,0, 0, 3,0,4, 4
16, 2019-11-23, 21-236,NYK,, SAS, L (-7), 0, 23:52,2,3, .667, 0,0,,2,2,1.000, 2,2,4,4, 2, 2,0,2, 6
17, 2019-11-24, 21-237,NYK,, BRK, L (-2), 0, 19:01,2,2, 1.000, 0,0,,2,4,.500, 2,1,3,0, 0, 3,3,6, 6
18, 2019-11-27, 21-240,NYK,@, TOR, L (-28), 0, 30:40,2,3, .667, 0,0,,4,5,.800, 1,7,8,0, 1, 1,2,2, 8
19, 2019-11-29, 21-242,NYK,, PHI, L (-6), 0, 29:22,1,5, .200, 0,0,,1,6,.167, 4,3,7,0, 0, 2,0,6, 3
20, 2019-12-01, 21-244,NYK,, BOS, L (-9), 0, 19:31,2,2, 1.000, 0,0,,2,2,1.000, 1,4,5,0, 0, 0,2,6, 6
21, 2019-12-02, 21-245,NYK,@, MIL, L (-44), 0, 23:28,2,5, .400, 0,0,,0,4,.000, 6,8,14,1, 1, 3,0,5, 4
22, 2019-12-05, 21-248,NYK,, DEN, L (-37), 0, 29:56,6,8, .750, 0,0,,5,8,.625, 3,4,7,1, 2, 1,0,0, 17
