G,DATE,AGE,TEAM,WHERE,OP,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
7, 2020-01-31, 23-226,BRK,, CHI, W (+15), 0, 2:19,0,1, .000, 0,0,,0,0,, 0,1,1,0, 0, 0,0,0, 0
10, 2020-02-05, 23-231,BRK,, GSW, W (+41), 0, 8:37,1,3, .333, 0,0,,0,0,, 0,0,0,1, 1, 0,0,0, 2
22, 2020-03-06, 23-261,BRK,, SAS, W (+19), 0, 5:01,0,1, .000, 0,1,.000,0,0,, 0,1,1,1, 0, 1,0,0, 0
