G,DATE,AGE,TEAM,WHERE,OP,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
16, 2019-11-27, 21-151,TOR,, NYK, W (+28), 0, 5:52,2,3, .667, 0,1,.000,0,0,, 0,1,1,2, 0, 0,0,2, 4
18, 2019-12-01, 21-155,TOR,, UTA, W (+20), 0, 1:41,0,1, .000, 0,0,,0,0,, 0,0,0,0, 0, 1,0,0, 0
24, 2019-12-14, 21-168,TOR,, BRK, W (+8), 0, 1:05,0,0, , 0,0,,0,0,, 0,0,0,0, 0, 0,0,0, 0
33, 2019-12-31, 21-185,TOR,, CLE, W (+20), 0, 1:57,1,1, 1.000, 1,1,1.000,2,2,1.000, 0,0,0,0, 0, 0,0,0, 5
