G,DATE,AGE,TEAM,WHERE,OP,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1, 2020-02-09, 22-353,CLE,, LAC, L (-41), 0, 3:41,0,2, .000, 0,1,.000,2,2,1.000, 0,0,0,0, 0, 0,1,0, 2
