G,DATE,AGE,TEAM,WHERE,OP,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1, 2020-02-01, 25-027,SAC,, LAL, L (-16), 0, 19:03,2,3, .667, 0,0,,2,2,1.000, 2,5,7,0, 0, 0,0,5, 6
